가게이름,카테고리,전체평점,방문자리뷰,블로그리뷰,리뷰작성자,리뷰작성자링크,리뷰작성수,팔로워,첨부이미지,리뷰내용,이런_점이_좋아요,방문시간,방분횟수,방문인증
로컬컨시어지,카페,,,,잠이잠을잠,https://m.place.naver.com/my/5d32e2392bf4231bb1a99359/review?v=2,730,49,,창가 자리 좋아요,,2023년 3월 6일 월요일,1번째 방문,영수증
로컬컨시어지,카페,,,,희슐랭의 솔직한리뷰,https://m.place.naver.com/my/5ddd3b0d9ec8258e4ae6b175/review?v=2,희슐랭의 솔직한,14,,아담하고 친절하고 편안한 카페입니다!,"일시적인 오류가 발생했습니다
집중하기 좋아요",2022년 12월 7일 수요일,4번째 방문,영수증
로컬컨시어지,카페,,,,아밍79,https://m.place.naver.com/my/5c235d7eeb74511882652903/review?v=2,63,,,좀 구석에 있어서 그렇지 가격도 좋고 맛도 좋고 편해요,"일시적인 오류가 발생했습니다
좌석이 편해요",2022년 11월 24일 목요일,1번째 방문,결제내역
로컬컨시어지,카페,,,,올리브 77,https://m.place.naver.com/my/5c5b12c066e658c96b733a70/review?v=2,1558,,,따뜻한 라떼 맛집,"일시적인 오류가 발생했습니다
친절해요",2023년 2월 10일 금요일,1번째 방문,결제내역
로컬컨시어지,카페,,,,ph****,https://m.place.naver.com/my/5c53e2375e5c09729b17e270/review?v=2,27,,,비오늘날 로컬컨시어지🐋분위기 갑ㅜ,"일시적인 오류가 발생했습니다
인테리어가 멋져요",2022년 8월 19일 금요일,2번째 방문,영수증
로컬컨시어지,카페,,,,gt****,https://m.place.naver.com/my/5d0a09218e26e59d45594271/review?v=2,65,,,좋아요,,2023년 1월 31일 화요일,1번째 방문,영수증
로컬컨시어지,카페,,,,YOUNG3188,https://m.place.naver.com/my/5bd69cdb92132103c3bf5e17/review?v=2,27,,,"인테리어도 멋있고 공간이 쾌적하고 편해요!! 커피가맛있을거 같은 느낌이였는데 역시!!🤩 맛있어요!!
다음엔 맥주랑 디저트메뉴 먹으로 올게요!😆ㅎㅎ ","일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 6월 7일 화요일,1번째 방문,영수증
로컬컨시어지,카페,,,,tto****,https://m.place.naver.com/my/5ff8f4be56d68ef93951e93b/review?v=2,126,,,머리가 뜨끈할때 아메한잔 좋아요,"일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 8월 23일 화요일,1번째 방문,영수증
로컬컨시어지,카페,,,,piyeno,https://m.place.naver.com/my/5c3a8ecfee6ad4d84b458b39/review?v=2,13,,,"공간이 너무 예쁘고 커피도 맛있었어요
동네에 이런 숨은 공간이 있어 좋습니다","일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 7월 19일 화요일,1번째 방문,영수증
로컬컨시어지,카페,,,,온새미로삶,https://m.place.naver.com/my/5eb33afb8f87a842bc407559/review?v=2,255,,,"한동안 리모델링 하는거 봤는데, 어제 다시 재오픈하셨다고 하네요. 조용하고 깔끔합니다. 통창이라서 답답하지 않아요. 커피도 맛있어요. 앞으로 자주 올게요! ",,2022년 5월 12일 목요일,1번째 방문,영수증
로컬컨시어지,카페,,,,온새미로삶,https://m.place.naver.com/my/5eb33afb8f87a842bc407559/review?v=2,255,,,"콜드브루 맛있어요~ 콘센트도 많고, 혼자 가기 좋아요.","일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 8월 31일 수요일,7번째 방문,영수증
로컬컨시어지,카페,,,,맛따라길따라365,https://m.place.naver.com/my/5efe147497c2663e9347bd26/review?v=2,26,,,분위기가 오짐,"일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 8월 19일 금요일,1번째 방문,영수증
로컬컨시어지,카페,,,,희슐랭의 솔직한리뷰,https://m.place.naver.com/my/5ddd3b0d9ec8258e4ae6b175/review?v=2,희슐랭의 솔직한,14,,커피가 정말 고소하고 맛있어요~! 사장님도 친절하시고 좌석도 편해서 이용하기 좋아요^^!! ,"일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 7월 28일 목요일,3번째 방문,영수증
로컬컨시어지,카페,,,,아가페78,https://m.place.naver.com/my/5bf7e0b7958a00616d47d052/review?v=2,1608,,,"좋아요 
",,2023년 1월 27일 금요일,1번째 방문,영수증
로컬컨시어지,카페,,,,ph****,https://m.place.naver.com/my/5c53e2375e5c09729b17e270/review?v=2,27,,,"동네에 생긴 힙한 카페, 간단히 늦은 저녁? 겸 메뉴 주문했는데 재료 신선하고 맛있어요,
분위기가 넘 좋아보여서 조만간 맥주랑 다른메뉴도 맛보러 가기로!",,2022년 5월 11일 수요일,1번째 방문,영수증
로컬컨시어지,카페,,,,온새미로삶,https://m.place.naver.com/my/5eb33afb8f87a842bc407559/review?v=2,255,,,패션후르츠 블랙티. 맛있어요 냠냠. 오도독오도독.,"일시적인 오류가 발생했습니다
음료가 맛있어요",2022년 6월 8일 수요일,4번째 방문,영수증
로컬컨시어지,카페,,,,이마요,https://m.place.naver.com/my/5d916e778f87a842bcd2196e/review?v=2,122,1,,"커피도 맛있고 직원분들이 친절해요
매장 분위기 굿굿❤️❤️","일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 7월 27일 수요일,1번째 방문,영수증
로컬컨시어지,카페,,,,희슐랭의 솔직한리뷰,https://m.place.naver.com/my/5ddd3b0d9ec8258e4ae6b175/review?v=2,희슐랭의 솔직한,14,,친절하고 분위기가 편해서 좋아요!,"일시적인 오류가 발생했습니다
인테리어가 멋져요",2022년 7월 20일 수요일,2번째 방문,영수증
로컬컨시어지,카페,,,,ReVieW,https://m.place.naver.com/my/5dc4b94e8f87a842bc38d471/review?v=2,4175,78,,로투스라떼 정말 맛있어요.,"일시적인 오류가 발생했습니다
특별한 메뉴가 있어요",2022년 6월 10일 금요일,1번째 방문,영수증
로컬컨시어지,카페,,,,sin****,https://m.place.naver.com/my/5c48eed80597071e79789b18/review?v=2,5,,,"커피존맛 !!!!
동네에서 여기커피가 젤맛있어요 ",,2022년 6월 7일 화요일,1번째 방문,영수증
로컬컨시어지,카페,,,,온새미로삶,https://m.place.naver.com/my/5eb33afb8f87a842bc407559/review?v=2,255,,,일주일에 한번은 가는 곳. 커피 맛있어요.,"일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 6월 10일 금요일,5번째 방문,영수증
로컬컨시어지,카페,,,,온새미로삶,https://m.place.naver.com/my/5eb33afb8f87a842bc407559/review?v=2,255,,,아아 맛있어요🌹,,2022년 6월 24일 금요일,6번째 방문,영수증
로컬컨시어지,카페,,,,온새미로삶,https://m.place.naver.com/my/5eb33afb8f87a842bc407559/review?v=2,255,,,아메리카노도 맛있어요☕️,"일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 5월 25일 수요일,3번째 방문,영수증
로컬컨시어지,카페,,,,yy****,https://m.place.naver.com/my/5f05dead514f72d06ac99874/review?v=2,18,,,"분위기좋고 맛도 좋아요 😀 
특히 낮맥하기 최고!!!🍻","일시적인 오류가 발생했습니다
음료가 맛있어요",2022년 5월 21일 토요일,1번째 방문,영수증
로컬컨시어지,카페,,,,sp****,https://m.place.naver.com/my/5d8c7f998f87a842bc2b95f7/review?v=2,1,,,분위기가 좋아요 😀 ,"일시적인 오류가 발생했습니다
매장이 청결해요",2022년 5월 21일 토요일,1번째 방문,영수증
로컬컨시어지,카페,,,,온새미로삶,https://m.place.naver.com/my/5eb33afb8f87a842bc407559/review?v=2,255,,,커피 마시러 또 왔어요~ ,"일시적인 오류가 발생했습니다
커피가 맛있어요",2022년 5월 21일 토요일,2번째 방문,영수증
로컬컨시어지,카페,,,,쇼원이네,https://m.place.naver.com/my/5e26231e8f87a842bc7f5d75/review?v=2,2778,,,회사근처에 이런곳이 ..,,2022년 1월 24일 월요일,1번째 방문,영수증
로컬컨시어지,카페,,,,shshsm02,https://m.place.naver.com/my/5fbe2998957deeacbbd01a6b/review?v=2,912,,,굿,,2022년 5월 20일 금요일,1번째 방문,영수증
로컬컨시어지,카페,,,,Rialim,https://m.place.naver.com/my/5f044d59012fad32006d563b/review?v=2,40,,,제로웨이스트 물품 같이 파실때 구매했는데 좋았어요 여자직원분 친절하셨습니다,,2021년 11월 15일 월요일,1번째 방문,영수증
